word,emotion,intensity,polarity
十拿九稳,PG,9.0,1.0
轻柔,PH,5.0,0.0
锐利,PH,5.0,1.0
突如其来,PC,5.0,0.0
雅正,PH,5.0,1.0
践踏,NN,9.0,2.0
侵扰,NN,3.0,2.0
施舍,PH,1.0,0.0
周全,PH,5.0,1.0
莽苍,PH,1.0,0.0
模糊,NN,1.0,2.0
抱歉,NH,5.0,0.0
恬不知耻,NN,9.0,2.0
光怪陆离,PC,1.0,0.0
坚固,PH,3.0,1.0
并进,PH,1.0,1.0
栽跟头,NE,7.0,2.0
东鳞西爪,NN,3.0,2.0
凌虐,NN,7.0,2.0
多姿多彩,PH,5.0,1.0
艰难,NE,3.0,0.0
横财,NN,3.0,2.0
当道,NN,9.0,2.0
妖冶,NN,5.0,2.0
无拘无束,PA,9.0,1.0
平衡,PH,1.0,0.0
巍峨,PH,5.0,1.0
希望,PK,5.0,0.0
朝三暮四,NN,5.0,2.0
忧伤,NB,7.0,0.0
跃然纸上,PH,7.0,1.0
洞察,PH,3.0,0.0
理所当然,PG,5.0,0.0
气息奄奄,NB,3.0,0.0
磨杵成针,PH,5.0,1.0
宏大,PH,7.0,1.0
纯朴,PH,5.0,1.0
疾言厉色,NA,5.0,0.0
坍台,NN,7.0,2.0
纯正,PH,5.0,1.0
任性,NN,3.0,2.0
危殆,NI,5.0,0.0
强弩之末,NN,5.0,2.0
流毒,NN,9.0,2.0
抖搂,NN,5.0,2.0
奸邪,NN,9.0,2.0
可敬,PH,5.0,1.0
畅快,PA,7.0,1.0
沁人心脾,PA,5.0,1.0
过不去,NH,7.0,0.0
抢占,NN,1.0,0.0
充沛,PH,5.0,1.0
豪放,PH,5.0,1.0
厌烦,ND,7.0,0.0
落伍,NN,5.0,2.0
利害,PH,5.0,1.0
大智若愚,PH,5.0,1.0
奸佞,NN,9.0,2.0
悔过,NG,7.0,2.0
痴心妄想,NN,9.0,2.0
稳步,PH,3.0,1.0
一目了然,PH,3.0,0.0
匆忙,NI,3.0,0.0
潇洒,PH,5.0,1.0
赤子,PH,3.0,0.0
富足,PA,5.0,1.0
轻装,PA,1.0,0.0
内乱,NN,7.0,2.0
扶持,PH,1.0,0.0
如丧考妣,NB,9.0,2.0
光前裕后,PH,9.0,1.0
造谣,NN,5.0,2.0
与世无争,PH,3.0,1.0
衰退,NB,1.0,0.0
笑话,NN,1.0,0.0
窟窿,NN,1.0,0.0
大爷,PD,1.0,1.0
鄙吝,NN,7.0,2.0
正经,PH,7.0,1.0
还礼,PD,3.0,0.0
清爽,PA,7.0,1.0
讨厌,ND,7.0,2.0
对头,ND,7.0,0.0
光耀,PH,5.0,1.0
公道,PH,5.0,1.0
烈士,PD,5.0,1.0
功绩,PD,3.0,1.0
难受,NE,5.0,0.0
疏忽,NH,3.0,2.0
区区,NN,1.0,2.0
紧张,NE,5.0,0.0
低头,NE,5.0,0.0
客气,PD,3.0,0.0
险恶,NC,5.0,2.0
对立,ND,3.0,0.0
气焰,NN,5.0,2.0
凶险,NN,5.0,2.0
数米而炊,NB,3.0,0.0
七上八下,NC,5.0,0.0
追求,PH,5.0,1.0
干燥,NE,3.0,0.0
对付,NN,3.0,2.0
十足,PH,1.0,0.0
好人,NN,1.0,0.0
好事,NN,5.0,2.0
灾殃,NE,5.0,2.0
脏话,NN,5.0,2.0
糟朽,NN,5.0,2.0
遭罪,NE,5.0,2.0
造孽,NN,5.0,2.0
贼窝,NN,5.0,2.0
清俊,PH,5.0,1.0
招风,NN,3.0,2.0
饯别,PD,3.0,0.0
支使,NN,5.0,2.0
指责,NN,5.0,2.0
见世面,PH,1.0,0.0
教坛,PD,1.0,0.0
清切,PH,3.0,1.0
清逸,PH,5.0,1.0
锦缎,PH,1.0,0.0
情韵,PB,3.0,1.0
请教,PD,3.0,1.0
遒媚,PH,5.0,1.0
饶裕,PH,7.0,1.0
仁惠,PH,5.0,1.0
荣获,PA,5.0,1.0
柔美,PH,5.0,1.0
瑞气,PA,5.0,1.0
森郁,PH,5.0,1.0
顺适,PE,3.0,1.0
生色,PB,3.0,1.0
盛举,PH,5.0,1.0
盛宴,PH,5.0,1.0
诗豪,PH,7.0,1.0
爽畅,PA,5.0,1.0
揭幕,PD,1.0,0.0
素朴,PH,3.0,1.0
重浊,NN,3.0,2.0
进献,PD,3.0,0.0
转蓬,NJ,3.0,2.0
敬酒,PD,1.0,0.0
滋蔓,NN,5.0,2.0
自居,NN,5.0,2.0
走过场,NN,5.0,2.0
阻绝,NN,3.0,2.0
嘴笨,NN,3.0,2.0
病恹恹,NN,1.0,2.0
淡然,PE,3.0,1.0
坐守,NN,5.0,2.0
孤傲不群,NN,3.0,3.0
黑漆漆,NC,3.0,0.0
不屑于,ND,5.0,2.0
发呆,NE,3.0,0.0
威名,PH,5.0,1.0
闻人,PH,3.0,1.0
蓊郁,PH,5.0,1.0
无前,PH,3.0,1.0
喜报,PA,5.0,1.0
先导,PD,5.0,1.0
鲜润,PH,5.0,1.0
显明,PH,5.0,1.0
骁悍,PH,5.0,1.0
介怀,NE,3.0,0.0
新颜,PH,5.0,1.0
欣跃,PA,5.0,1.0
极顶,PH,5.0,1.0
凄惶,NB,3.0,2.0
势成骑虎,NI,5.0,2.0
雄浑,PH,3.0,1.0
雄视,PH,3.0,1.0
秀劲,PH,5.0,1.0
煦暖,PH,5.0,1.0
雪亮,PH,5.0,1.0
雅饬,PH,5.0,1.0
雅玩,PH,5.0,1.0
抑郁寡欢,NB,5.0,0.0
燕尔,PE,5.0,1.0
怡神,PA,5.0,1.0
义士,PH,5.0,1.0
英才,PH,5.0,1.0
英挺,PH,5.0,1.0
莹然,PH,3.0,1.0
顶礼膜拜,PD,5.0,1.0
优抚,PE,5.0,1.0
幽娴,PH,5.0,1.0
有趣,PH,5.0,1.0
有缘,PH,5.0,1.0
腴润,PH,5.0,1.0
渊深,PH,5.0,1.0
佳节,PA,9.0,1.0
哀婉,NB,1.0,2.0
嘉慰,PE,7.0,1.0
坚确,PH,5.0,1.0
简切,PH,3.0,1.0
拍案叫绝,PH,5.0,1.0
见爱,PD,7.0,1.0
人心大快,PA,5.0,1.0
健旺,PH,7.0,1.0
老虎屁股摸不得,NN,3.0,2.0
寥寂,NB,5.0,0.0
交映,PH,3.0,1.0
娇蓝,PB,3.0,1.0
娇婉,PH,5.0,1.0
米珠薪桂,NN,7.0,2.0
牛气,PH,5.0,1.0
节能,PH,3.0,1.0
清高,PH,5.0,1.0
津润,PH,1.0,1.0
金瓯,PH,5.0,1.0
竹篮子打水一场空,NJ,5.0,2.0
在理,PH,3.0,1.0
崭齐,PH,1.0,1.0
莞尔,PA,5.0,0.0
哲人,PH,5.0,1.0
真知,PH,5.0,1.0
哗笑,PA,5.0,0.0
正轨,PH,5.0,1.0
知心,PG,5.0,1.0
值价,PH,3.0,1.0
至当,PH,5.0,1.0
致贺,PA,5.0,1.0
制胜,PA,5.0,1.0
忠骨,PD,5.0,1.0
珠玑,PH,5.0,1.0
迷恋,PB,9.0,3.0
庄静,PH,3.0,1.0
壮行,PD,5.0,1.0
卓识,PH,7.0,1.0
姿色,PH,5.0,1.0
相中,PB,3.0,0.0
晋升,PA,5.0,1.0
尊奉,PD,3.0,1.0
近情,PH,3.0,1.0
旌麾,PH,1.0,0.0
精核,PH,3.0,1.0
精密,PH,3.0,1.0
精熟,PH,5.0,1.0
精严,PH,3.0,1.0
晶光,PH,3.0,1.0
井然,PH,3.0,1.0
儆醒,PH,1.0,1.0
心仪已久,PK,7.0,1.0
诤友,PB,3.0,1.0
劲秀,PH,3.0,1.0
救急,PA,1.0,1.0
就义,PH,5.0,1.0
据理,PG,1.0,1.0
眷顾,PB,5.0,1.0
梼昧,NN,5.0,2.0
暗无天日,ND,7.0,2.0
白衣苍狗,NE,5.0,0.0
卑猥,NN,9.0,2.0
憋拗,NN,9.0,2.0
以德报怨,PH,9.0,1.0
有心眼儿,PH,3.0,1.0
令人敬畏,PD,3.0,1.0
为人宽厚,PH,9.0,1.0
文武双全,PH,9.0,1.0
小巧玲珑,PH,9.0,1.0
不成器,NN,5.0,2.0
正大光明,PH,9.0,1.0
不分青红皂白,NN,7.0,2.0
不得劲,NE,5.0,2.0
枝繁叶茂,PH,9.0,1.0
有血气,PH,9.0,1.0
不更事,NN,3.0,2.0
因时制宜,PH,9.0,1.0
学有专长,PH,9.0,1.0
行云流水,PH,9.0,1.0
知书识礼,PH,5.0,1.0
直心眼儿,PH,3.0,1.0
物阜民丰,PH,9.0,1.0
嗜血成性,NN,9.0,2.0
索然乏味,NN,9.0,2.0
死脑筋,NN,9.0,2.0
松垮,NN,9.0,2.0
随风转舵,NN,9.0,2.0
沉静,PE,3.0,1.0
危机重重,NC,9.0,2.0
无涵养,NN,9.0,2.0
无实效,NN,9.0,2.0
安全,PE,3.0,1.0
不伦不类,NN,7.0,2.0
不切实际,NN,7.0,2.0
不痛不痒,NN,5.0,2.0
不像话,NN,9.0,2.0
不足取,NN,5.0,2.0
残破不全,NB,1.0,2.0
味道不好,NN,9.0,2.0
死得其所,PE,5.0,1.0
玄秘,NL,5.0,0.0
岌岌可危,NC,7.0,2.0
茕茕孑立，形影相吊,NB,9.0,0.0
长篇累牍,NN,5.0,2.0
阴凄,NC,9.0,2.0
成事不足，败事有余,NN,9.0,2.0
臭烘烘,NN,9.0,2.0
望穿秋水,PF,9.0,0.0
村气,NN,5.0,2.0
循规蹈矩,NN,3.0,2.0
显著,PH,5.0,0.0
低卑,NN,7.0,2.0
滴里嘟噜,NN,3.0,2.0
动作迟顿,NN,3.0,2.0
济困扶危,PH,5.0,1.0
发人深省,PF,3.0,1.0
风吹日晒,NB,3.0,0.0
腐败堕落,NN,9.0,2.0
高不成，低不就,NN,3.0,2.0
象样,PH,5.0,1.0
寡淡,NN,3.0,2.0
乖谬,NN,7.0,2.0
含含混混,NN,5.0,2.0
豪侈,NN,5.0,2.0
火冒三丈,NA,7.0,0.0
义形于色,NA,3.0,0.0
胡子拉茬,NN,3.0,2.0
坏人当道,NN,7.0,2.0
荒无人烟,NJ,5.0,0.0
灰茫茫,NE,1.0,0.0
智慧型,PH,5.0,1.0
质优,PH,3.0,1.0
忠良,PH,5.0,1.0
壮阔,PH,3.0,1.0
仔仔细细,PH,3.0,1.0
最佳,PH,3.0,1.0
哀怨,ND,5.0,2.0
逍遥自在,PA,5.0,1.0
瑕不掩瑜,PH,5.0,1.0
熠熠生辉,PH,3.0,1.0
哀思,NB,5.0,0.0
霁月光风,PH,5.0,1.0
哀矜,NB,3.0,0.0
抱恨终生,NH,9.0,2.0
憋得慌,NE,7.0,2.0
凄切,NB,3.0,2.0
吃后悔药,NH,3.0,2.0
兔死狐悲,NB,3.0,2.0
戳脊梁骨,NN,5.0,2.0
同病相怜,NB,5.0,0.0
惨重,NB,7.0,2.0
烦腻,NE,5.0,2.0
忿忿,NA,3.0,0.0
寡欢,NE,3.0,0.0
喝叱,NN,5.0,0.0
惶惧,NC,5.0,0.0
急急巴巴,NE,7.0,2.0
惨不忍睹,NB,7.0,2.0
疚愧,NH,5.0,0.0
抗议,NA,5.0,2.0
拉不下脸,NG,3.0,0.0
回肠九转,NB,9.0,2.0
打掉牙往肚子里吞－有苦显不出来,NE,7.0,2.0
闷沉沉,NE,3.0,0.0
面有愠色,NA,1.0,0.0
怒喝,NN,5.0,0.0
抱屈衔冤,NB,7.0,0.0
气忿忿,NA,5.0,0.0
惶恐不安,NC,5.0,0.0
杯弓蛇影,NC,5.0,2.0
危惧,NC,3.0,0.0
系念,PH,3.0,1.0
急不可待,NI,7.0,0.0
羞于,NG,3.0,0.0
讶然,PC,3.0,0.0
鄙弃,ND,5.0,2.0
愧对,NH,5.0,0.0
震悚,PC,7.0,0.0
心灰意懒,NJ,5.0,2.0
嗔斥,NN,5.0,0.0
爱宠,PB,5.0,0.0
无计可施,NE,5.0,0.0
片瓦无存,NJ,3.0,0.0
跪叩,PD,5.0,0.0
七手八脚,NN,3.0,2.0
敬奉,PD,5.0,0.0
看得上眼,PB,3.0,1.0
渴求,PF,5.0,0.0
美滋滋,PA,5.0,0.0
沿门托钵,NB,3.0,2.0
飘飘欲仙,PA,9.0,0.0
弹尽粮绝,NJ,7.0,2.0
舟中敌国,NB,5.0,2.0
安如泰山,PH,5.0,1.0
颂赞,PH,5.0,1.0
改弦更张,PH,3.0,1.0
喜幸,PA,3.0,1.0
眼馋,NK,5.0,0.0
小家子相,NN,7.0,2.0
迁延时日,NN,3.0,2.0
赞慕,PH,5.0,0.0
见风使舵,NN,7.0,2.0
骄奢淫逸,NN,9.0,2.0
饱学,PH,5.0,1.0
鞭辟近里,PH,5.0,1.0
江河日下,NB,3.0,2.0
经验不足,NE,7.0,2.0
拘礼,NN,3.0,2.0
开小差,NN,7.0,2.0
割席断交,NA,1.0,0.0
石沉大海,NJ,5.0,0.0
公子哥儿,NN,3.0,2.0
扬玲打鼓,NN,3.0,2.0
楚楚可怜,PB,3.0,1.0
不整齐,NN,3.0,2.0
车水马龙,PH,3.0,1.0
耳报神,NN,5.0,2.0
狂悖,NN,9.0,2.0
出手不凡,PH,5.0,1.0
春秋鼎盛,PH,7.0,1.0
老赶,NN,5.0,2.0
久战沙场,PH,1.0,1.0
从权,NN,1.0,2.0
离索,NB,9.0,0.0
哩哩啦啦,NN,3.0,2.0
大而全,PH,1.0,1.0
心慕手追,PH,1.0,1.0
低调,PH,1.0,1.0
零七八碎,NN,5.0,2.0
春秋笔法,PH,1.0,1.0
鼎鼎大名,PH,3.0,1.0
流里流气,NN,7.0,2.0
乱了营,NN,7.0,2.0
端端正正,PH,1.0,1.0
落俗套,NN,5.0,2.0
漫不经意,NN,1.0,0.0
内幕,NN,1.0,0.0
没出息,NN,3.0,2.0
没礼貌,NN,3.0,2.0
没心没肺,NN,7.0,2.0
迷宫般,NE,1.0,0.0
名义上,NN,5.0,2.0
目光短浅,NN,7.0,2.0
难人,NE,7.0,2.0
一触即溃,NN,9.0,2.0
纸醉金迷,NN,9.0,2.0
摇摇欲坠,NI,9.0,2.0
一干二净,PH,9.0,1.0
拆烂污,NN,1.0,2.0
官倒,ND,5.0,2.0
优胜,PH,9.0,1.0
信息丰富,PH,9.0,1.0
难相处,NN,3.0,2.0
闹闹哄哄,NN,7.0,2.0
黑话,NN,1.0,0.0
脾气爆躁,NN,3.0,2.0
骗人,ND,9.0,2.0
笃信,PG,7.0,1.0
其貌不扬,NN,7.0,0.0
气盛,NE,5.0,0.0
强行,NN,5.0,2.0
甘服,PG,5.0,1.0
穷奢极侈,NN,9.0,2.0
缺乏才智,NN,5.0,2.0
绕脖子,NN,3.0,2.0
认死理儿,NN,7.0,2.0
弱不禁风,NN,3.0,2.0
散乱,NN,1.0,2.0
傻里瓜唧,NN,5.0,2.0
高耸,PH,3.0,1.0
尔雅,PH,3.0,1.0
无根据,NN,9.0,2.0
拿捏,NN,1.0,0.0
喧杂,NE,9.0,2.0
一脸横肉,NC,9.0,2.0
风景如画,PB,3.0,1.0
荷花,PH,1.0,0.0
护航,PH,1.0,0.0
凤毛麟角,PH,7.0,1.0
斯斯文文,PH,9.0,1.0
坦直,PA,5.0,0.0
天真无邪,PH,9.0,0.0
高纯,PH,1.0,1.0
高深,PH,1.0,1.0
高质量,PH,3.0,1.0
功不可没,PH,7.0,1.0
鼓舞人心,PH,3.0,1.0
光灿灿,PB,1.0,1.0
滚瓜烂熟,PH,1.0,1.0
毫发不爽,PH,3.0,1.0
好心肠,PH,1.0,1.0
合口味,PB,1.0,1.0
鹤发童颜,PH,1.0,1.0
后生可畏,PH,5.0,1.0
树叶茂盛,PH,1.0,1.0
受看,PB,3.0,1.0
守法,PH,1.0,0.0
使用方便,PH,3.0,1.0
实实惠惠,PH,5.0,1.0
圣明,PH,9.0,1.0
滑不唧溜,NN,1.0,0.0
花絮,PB,1.0,0.0
是非,NN,3.0,0.0
神通广大,PH,9.0,1.0
坚持不渝,PH,3.0,1.0
深奥,PH,3.0,1.0
少不了,PH,3.0,0.0
见微知萌,PH,5.0,1.0
讲礼貌,PH,3.0,1.0
筋道,PH,1.0,1.0
谨言慎行,PH,1.0,1.0
精神十足,PH,3.0,1.0
软心肠,PH,3.0,1.0
入耳,PH,3.0,1.0
柔中有刚,PH,5.0,1.0
细瘦,NN,1.0,0.0
绝了,PH,5.0,1.0
群威群胆,PH,3.0,1.0
开拓型,PH,5.0,1.0
确切无疑,PG,9.0,0.0
全知全能,PD,7.0,1.0
清幽幽,PH,3.0,1.0
快人快语,PH,3.0,1.0
清朗,PH,5.0,1.0
皮实,PH,3.0,1.0
亲昵,PH,3.0,1.0
悄然,NB,5.0,0.0
浅易,NN,1.0,0.0
轻松,PA,3.0,1.0
天怒人怨,NA,7.0,2.0
手下留情,PE,1.0,0.0
有失偏颇,NN,9.0,2.0
旗帜鲜明,PH,3.0,1.0
心心相印,PB,9.0,1.0
杂草丛生,NN,9.0,2.0
忸怩作态,NG,9.0,2.0
完好如新,PH,9.0,1.0
朴拙,PH,7.0,1.0
无所不能,PH,9.0,1.0
捉襟见肘,NE,7.0,2.0
有理由,PH,9.0,1.0
毅然,PH,9.0,1.0
心明眼亮,PH,9.0,1.0
泼悍,NN,7.0,2.0
无可厚非,PH,9.0,1.0
稳扎稳打,PH,9.0,1.0
艰苦,NB,3.0,0.0
满腔热血,PH,3.0,1.0
面善,PH,1.0,1.0
明睿,PH,5.0,1.0
目光远大,PH,5.0,1.0
蔫不溜,NN,3.0,2.0
喷喷香,PB,3.0,1.0
哀丝豪竹,PH,3.0,1.0
掩耳盗铃,NN,3.0,2.0
江山如画,PH,5.0,1.0
万里江河,PH,9.0,1.0
安稳,PE,3.0,1.0
狐疑,NL,3.0,2.0
惨痛,NB,7.0,2.0
郁结,NB,3.0,2.0
济世安邦,PH,9.0,1.0
文治武功,PH,9.0,1.0
拒谏饰非,ND,9.0,2.0
授人以柄,NN,5.0,2.0
政出多门,NN,7.0,2.0
屈节辱命,NN,7.0,2.0
社稷为墟,NB,9.0,0.0
豆剖瓜分,NB,7.0,2.0
开国济民,PH,7.0,1.0
潮呼呼,NN,1.0,2.0
鄙俚,NN,7.0,2.0
康乐,PA,3.0,1.0
舒坦,PA,3.0,1.0
欢愉,PA,5.0,1.0
四平八稳,NN,1.0,0.0
馨香,PH,3.0,1.0
高高兴兴,PA,5.0,1.0
欢欣鼓舞,PA,7.0,1.0
乐滋滋,PA,5.0,1.0
喜出望外,PA,7.0,1.0
心花怒放,PA,9.0,1.0
开怀,PA,5.0,1.0
中意,PB,5.0,1.0
正中下怀,PA,3.0,1.0
热烈,PA,3.0,1.0
过瘾,PA,5.0,0.0
陶陶,PA,3.0,1.0
酣畅,PA,3.0,1.0
幽默,PH,3.0,1.0
满面春风,PA,3.0,1.0
喜形于色,PA,5.0,1.0
旌旗蔽日,PA,7.0,1.0
谪居,NE,3.0,0.0
眉飞色舞,PA,5.0,1.0
拍手称快,PA,5.0,1.0
喜逐颜开,PA,5.0,1.0
轻暖,PH,5.0,1.0
深望,PF,3.0,1.0
喜色,PA,5.0,1.0
喜笑盈思,PA,5.0,1.0
感同身受,PA,3.0,1.0
孤儿盼到了亲人－喜出望外,PA,7.0,0.0
新媳妇过门－大喜,PA,7.0,0.0
火热,PA,5.0,1.0
馨香祷祝,PK,7.0,1.0
情绪低落,NB,5.0,0.0
赘述,NN,1.0,2.0
安康,PA,3.0,1.0
甜爽,PH,5.0,1.0
动心,PB,3.0,0.0
辛劳,PH,5.0,1.0
严守,PH,3.0,1.0
珍禽,PB,1.0,1.0
心疼,NB,5.0,0.0
宠幸,PB,5.0,0.0
祝寿,PA,3.0,1.0
醉心,PB,9.0,0.0
痴心,PB,7.0,0.0
酷爱,PB,9.0,0.0
兴趣,PB,3.0,0.0
亲爱,PB,7.0,0.0
土里土气,NN,3.0,2.0
天使,PB,7.0,1.0
欣慕,PB,3.0,0.0
有智慧,PH,5.0,1.0
柔媚,PH,1.0,1.0
爱不忍释,PB,7.0,1.0
舐犊情深,PB,7.0,1.0
从心所欲,NN,1.0,0.0
连根共树,PB,7.0,1.0
形影相追,PB,7.0,1.0
谧静,PE,3.0,1.0
情不自禁,PB,3.0,1.0
殷情,PB,3.0,0.0
等不及,NE,3.0,0.0
洛阳的牡丹－人人喜欢,PB,5.0,0.0
责斥,NN,3.0,0.0
甘心情愿,PE,3.0,0.0
瞧得上眼,PB,3.0,1.0
推尊,PB,5.0,1.0
脉脉,PB,3.0,1.0
沁人肺腑,PB,5.0,1.0
不可或缺,PH,3.0,1.0
不无道理,PH,1.0,0.0
奇迹,PC,9.0,1.0
崇尚,PD,7.0,1.0
景慕,PD,7.0,1.0
不朽,PD,7.0,1.0
不懈怠,PH,3.0,1.0
才略过人,PH,7.0,1.0
思慕,PF,3.0,0.0
伟人,PH,7.0,1.0
莽莽苍苍,NB,1.0,2.0
五体投地,PD,5.0,1.0
虔敬,PD,5.0,1.0
延年益寿,PA,3.0,1.0
麻姑献寿,PK,3.0,1.0
福寿齐天,PK,3.0,1.0
一呼百应,PH,3.0,1.0
尊长,PD,7.0,0.0
伏帖,PD,3.0,1.0
自重,PD,3.0,1.0
拜会,PD,5.0,1.0
宝眷,PD,7.0,1.0
有条不紊,PH,9.0,1.0
想开,PE,1.0,0.0
闲适,PA,3.0,0.0
和悦,PE,1.0,1.0
扑朔迷离,NE,3.0,0.0
冥顽不灵,NN,9.0,2.0
于心无愧,PE,5.0,1.0
神色不动,PE,3.0,1.0
风平浪静,PE,5.0,1.0
家喻户晓,PH,3.0,1.0
眼巴巴,NB,5.0,2.0
惦记,PF,5.0,0.0
脏乎乎,NN,5.0,2.0
昭彰,PH,3.0,1.0
鲁女忧国,PH,9.0,1.0
信用,PG,3.0,0.0
自己人,PG,7.0,0.0
放之四海而皆准,PG,9.0,1.0
凿凿,PG,5.0,0.0
傲然,PH,1.0,1.0
高亢,PH,7.0,1.0
不凡,PH,9.0,1.0
尽瘁事国,PH,9.0,1.0
出类拔萃,PH,9.0,1.0
真挚,PH,5.0,1.0
破家为国,PH,9.0,1.0
豪情满怀,PH,7.0,1.0
有始有终,PH,5.0,1.0
光明磊落,PH,7.0,1.0
机灵,PH,5.0,1.0
见义勇为,PH,7.0,1.0
鞠躬尽瘁,PH,9.0,1.0
纯洁,PH,5.0,1.0
大显身手,PH,5.0,1.0
顶天立地,PH,7.0,1.0
奋不顾身,PH,7.0,1.0
刚强,PH,5.0,1.0
忧国忘家,PH,9.0,1.0
真诚,PH,5.0,1.0
达观,PA,3.0,1.0
踌躇满志,PH,7.0,1.0
眉清目秀,PH,5.0,1.0
雅趣,PH,5.0,1.0
朝气蓬勃,PH,5.0,1.0
从容不迫,PH,5.0,1.0
其乐无穷,PA,3.0,1.0
秀美,PH,5.0,1.0
壮丽,PH,3.0,1.0
逗趣,PH,3.0,1.0
蓬勃,PH,5.0,1.0
气节,PH,5.0,1.0
谦逊,PH,5.0,1.0
勤劳,PH,5.0,1.0
热忱,PH,5.0,1.0
日理万机,PH,7.0,1.0
身体力行,PH,3.0,1.0
好意,PH,5.0,1.0
暖乎乎,PE,1.0,1.0
尊师重教,PH,5.0,1.0
仗义,PH,5.0,1.0
赞成,PH,5.0,1.0
突飞猛进,PH,5.0,1.0
关切,PF,1.0,1.0
无坚不摧,PH,5.0,1.0
阔达,PH,5.0,1.0
雅致,PH,5.0,1.0
英俊,PH,5.0,1.0
优良,PH,5.0,1.0
感佩,PH,5.0,1.0
朝气,PH,5.0,1.0
忠心耿耿,PH,7.0,1.0
贞烈,PH,5.0,1.0
仁爱,PB,7.0,1.0
耿直,PH,3.0,1.0
光明正大,PH,9.0,1.0
爽利,PH,5.0,1.0
冰清玉洁,PH,5.0,1.0
忠烈,PH,7.0,1.0
思恋,PF,5.0,1.0
诚恳,PH,5.0,1.0
敦实,PH,5.0,1.0
柔顺,PH,5.0,1.0
一身是胆,PH,5.0,1.0
猛士,PH,3.0,1.0
博学,PH,5.0,1.0
谦抑,PH,5.0,1.0
豪气,PH,7.0,1.0
丹忱,PH,5.0,1.0
刚烈,PH,5.0,1.0
公平合理,PH,5.0,1.0
风雅,PH,5.0,1.0
虎虎,PH,3.0,1.0
沉稳,PH,5.0,1.0
心细,PH,5.0,1.0
洒落,PH,3.0,1.0
老成,PH,5.0,0.0
滑润,PH,3.0,1.0
得当,PH,5.0,1.0
始终不渝,PH,7.0,1.0
坚持,PH,3.0,0.0
舆死扶伤,PH,7.0,1.0
热心,PH,5.0,1.0
殷勤,PH,3.0,1.0
吊死问疾,PH,5.0,1.0
情深意重,PH,5.0,1.0
知情达理,PH,5.0,1.0
沁入肺腑,PB,5.0,1.0
仔细,PH,3.0,1.0
发达,PH,5.0,1.0
浩荡,PH,3.0,1.0
利索,PH,3.0,1.0
体谅,PH,1.0,0.0
轻便,PH,3.0,1.0
上等,PH,5.0,1.0
敦厚,PH,5.0,1.0
醒目,PH,3.0,1.0
珍贵,PH,5.0,1.0
诚笃,PH,5.0,1.0
气势,PH,1.0,1.0
清凌凌,PH,3.0,1.0
飞针走线,PH,5.0,1.0
冉冉,PH,1.0,1.0
志士,PH,5.0,1.0
无名英雄,PH,7.0,1.0
爱憎分明,PH,3.0,1.0
涓滴归公,PH,5.0,1.0
宝刀,PH,1.0,1.0
助困,PH,3.0,0.0
保卫,PH,1.0,1.0
悲愤填膺,NA,7.0,2.0
夸赞,PH,5.0,1.0
称赏,PH,5.0,1.0
礼赞,PH,5.0,1.0
灵秀,PH,5.0,1.0
壮伟,PH,5.0,1.0
繁花似锦,PH,5.0,1.0
见危授命,PH,5.0,1.0
廉正,PH,5.0,1.0
廉政,PH,7.0,1.0
血性汉子,PH,3.0,1.0
正面,PH,3.0,1.0
圣贤,PH,7.0,1.0
先知,PH,7.0,1.0
童贞,PH,3.0,1.0
言之有理,PH,3.0,1.0
坚如磐石,PH,5.0,1.0
国富民强,PH,5.0,1.0
毫厘不爽,PH,5.0,1.0
郁愤,NA,5.0,2.0
震天动地,PC,3.0,0.0
万古流芳,PH,9.0,1.0
甲天下,PH,9.0,1.0
吃得开,PH,3.0,1.0
价廉质优|,PH,7.0,1.0
货真价实,PH,5.0,1.0
拔尖,PH,5.0,1.0
全优,PH,3.0,1.0
首屈一指,PH,9.0,1.0
独秀一枝,PH,5.0,1.0
别具匠心,PH,7.0,1.0
原汁原味,PH,3.0,1.0
得天独厚,PH,7.0,1.0
繁丽,PH,5.0,1.0
纳鞋底戳了手－真气人,NA,5.0,0.0
朗朗上口,PH,3.0,1.0
金城汤池,PH,5.0,1.0
盎然,PH,3.0,1.0
帮补,PH,3.0,1.0
寂寞,NB,3.0,0.0
触目兴叹,NB,1.0,2.0
备至,PH,5.0,1.0
愤世嫉俗,NA,5.0,2.0
怨声载道,NN,5.0,2.0
毛骨悚然,NC,7.0,2.0
愤然,NA,5.0,0.0
恼怒,NA,5.0,0.0
气愤,NA,3.0,0.0
震怒,NA,7.0,0.0
动肝火,NA,3.0,0.0
悻然,NA,3.0,0.0
艰难险阻,NE,1.0,0.0
负气,NA,1.0,2.0
横眉怒目,NA,5.0,0.0
奇耻大辱,NA,9.0,2.0
草场着火－火气冲天,NA,9.0,0.0
汉奸,ND,5.0,2.0
怒气冲天,NA,7.0,2.0
气呼呼,NA,1.0,0.0
辛酸,NB,3.0,0.0
哀戚,NB,5.0,0.0
揪心,NB,7.0,0.0
哀怜,NB,5.0,0.0
哀哀,NB,5.0,0.0
苦处,NB,3.0,0.0
哭鼻子,NB,5.0,0.0
饮泣,NB,5.0,0.0
哭嚎,NB,9.0,0.0
苦脸,NE,1.0,0.0
盛筵难再,NB,1.0,2.0
朽木死灰,NB,5.0,2.0
怨离惜别,NB,3.0,0.0
寒心,NJ,5.0,0.0
