word	emotion	emotion-intensity-score
grin	anticipation	0.422
oasis	anticipation	0.422
vista	anticipation	0.422
adrift	anticipation	0.422
revere	anticipation	0.422
peaceful	anticipation	0.422
laughter	anticipation	0.422
weigh	anticipation	0.414
pretty	anticipation	0.414
detainee	anticipation	0.414
withstand	anticipation	0.414
ordination	anticipation	0.414
grant	anticipation	0.414
frisky	anticipation	0.414
punctual	anticipation	0.414
astrologer	anticipation	0.414
morn	anticipation	0.414
probation	anticipation	0.414
calls	anticipation	0.414
mediate	anticipation	0.414
proficiency	anticipation	0.414
craps	anticipation	0.414
ongoing	anticipation	0.414
thought	anticipation	0.414
continue	anticipation	0.414
sing	anticipation	0.411
outdo	anticipation	0.406
mother	anticipation	0.406
subscribe	anticipation	0.406
nurture	anticipation	0.406
proud	anticipation	0.406
comfort	anticipation	0.406
debenture	anticipation	0.406
punished	anticipation	0.406
long	anticipation	0.406
opponent	anticipation	0.406
banquet	anticipation	0.406
twinkle	anticipation	0.406
wizard	anticipation	0.406
midwife	anticipation	0.406
navigable	anticipation	0.406
confession	anticipation	0.406
continuation	anticipation	0.406
headlight	anticipation	0.406
prophylactic	anticipation	0.406
chicane	anticipation	0.406
university	anticipation	0.406
deal	anticipation	0.402
efficient	anticipation	0.398
lettered	anticipation	0.398
simmer	anticipation	0.398
reliance	anticipation	0.398
balm	anticipation	0.398
guillotine	anticipation	0.398
mortification	anticipation	0.398
saintly	anticipation	0.398
symphony	anticipation	0.398
top	anticipation	0.398
obliging	anticipation	0.398
death	anticipation	0.398
vigil	anticipation	0.398
distracting	anticipation	0.398
representing	anticipation	0.398
judiciary	anticipation	0.398
depraved	anticipation	0.391
condemnation	anticipation	0.391
assurance	anticipation	0.391
antidote	anticipation	0.391
undoubted	anticipation	0.391
objective	anticipation	0.391
maternal	anticipation	0.391
abeyance	anticipation	0.391
art	anticipation	0.391
unfulfilled	anticipation	0.391
familiarity	anticipation	0.391
chuckle	anticipation	0.391
sanctify	anticipation	0.391
diplomacy	anticipation	0.391
linger	anticipation	0.391
poke	anticipation	0.391
trust	anticipation	0.391
inoculation	anticipation	0.384
labor	anticipation	0.383
ram	anticipation	0.383
chant	anticipation	0.383
dutiful	anticipation	0.383
banger	anticipation	0.383
humanitarian	anticipation	0.383
ship	anticipation	0.383
depend	anticipation	0.383
good	anticipation	0.383
scientist	anticipation	0.383
undecided	anticipation	0.383
simplify	anticipation	0.383
hap	anticipation	0.383
hymn	anticipation	0.383
failing	anticipation	0.383
playground	anticipation	0.383
discretion	anticipation	0.383
clock	anticipation	0.375
interim	anticipation	0.375
public	anticipation	0.375
sterling	anticipation	0.375
savor	anticipation	0.375
recurrent	anticipation	0.375
gradual	anticipation	0.375
mountain	anticipation	0.375
track	anticipation	0.375
cradle	anticipation	0.375
interminable	anticipation	0.375
navigator	anticipation	0.375
sonar	anticipation	0.367
instructions	anticipation	0.367
lesson	anticipation	0.367
abide	anticipation	0.367
musical	anticipation	0.367
towering	anticipation	0.367
concealed	anticipation	0.367
whim	anticipation	0.367
convince	anticipation	0.367
spear	anticipation	0.367
biennial	anticipation	0.367
shiver	anticipation	0.367
theory	anticipation	0.359
offset	anticipation	0.359
atone	anticipation	0.359
theology	anticipation	0.359
undying	anticipation	0.359
timidity	anticipation	0.359
plump	anticipation	0.359
audience	anticipation	0.357
nobility	anticipation	0.352
localize	anticipation	0.352
paragon	anticipation	0.352
edition	anticipation	0.352
kindred	anticipation	0.352
dietary	anticipation	0.352
closure	anticipation	0.352
daily	anticipation	0.352
farm	anticipation	0.352
store	anticipation	0.352
cramp	anticipation	0.352
consecration	anticipation	0.352
wireless	anticipation	0.344
errand	anticipation	0.344
meditate	anticipation	0.344
mutable	anticipation	0.344
stripped	anticipation	0.344
mobile	anticipation	0.344
archaeology	anticipation	0.344
unaccountable	anticipation	0.336
buddy	anticipation	0.336
unbeaten	anticipation	0.336
germ	anticipation	0.336
brotherly	anticipation	0.336
lessen	anticipation	0.336
pare	anticipation	0.336
chastity	anticipation	0.328
council	anticipation	0.328
patient	anticipation	0.328
possess	anticipation	0.328
digress	anticipation	0.328
secular	anticipation	0.328
ribbon	anticipation	0.328
dove	anticipation	0.328
olfactory	anticipation	0.328
immature	anticipation	0.320
fancy	anticipation	0.320
disposed	anticipation	0.320
heft	anticipation	0.320
paddle	anticipation	0.320
cove	anticipation	0.320
regularity	anticipation	0.320
mediator	anticipation	0.320
preservative	anticipation	0.320
scrutinize	anticipation	0.320
infanticide	anticipation	0.320
denying	anticipation	0.312
analyst	anticipation	0.312
unpublished	anticipation	0.312
church	anticipation	0.312
grim	anticipation	0.312
bugle	anticipation	0.312
mill	anticipation	0.305
priesthood	anticipation	0.305
broadside	anticipation	0.305
judicial	anticipation	0.305
saliva	anticipation	0.297
thermocouple	anticipation	0.297
dismay	anticipation	0.297
cap	anticipation	0.297
instructor	anticipation	0.297
exhaustion	anticipation	0.297
tributary	anticipation	0.297
shackle	anticipation	0.289
cataract	anticipation	0.289
wont	anticipation	0.289
bruise	anticipation	0.289
visor	anticipation	0.289
addresses	anticipation	0.289
homeless	anticipation	0.289
discreet	anticipation	0.289
network	anticipation	0.289
noncompliance	anticipation	0.289
astronomer	anticipation	0.281
neighbor	anticipation	0.281
skewed	anticipation	0.281
sentence	anticipation	0.273
picket	anticipation	0.273
immaturity	anticipation	0.273
cream	anticipation	0.273
devil	anticipation	0.273
latent	anticipation	0.273
holiness	anticipation	0.273
lull	anticipation	0.266
morals	anticipation	0.266
habitual	anticipation	0.266
neighborhood	anticipation	0.266
weight	anticipation	0.258
bye	anticipation	0.258
forearm	anticipation	0.250
clown	anticipation	0.250
organ	anticipation	0.250
quote	anticipation	0.242
commonplace	anticipation	0.242
white	anticipation	0.234
dictatorship	anticipation	0.234
treadmill	anticipation	0.234
board	anticipation	0.234
rail	anticipation	0.234
tree	anticipation	0.227
sundial	anticipation	0.227
paralysis	anticipation	0.211
worm	anticipation	0.203
cement	anticipation	0.203
organization	anticipation	0.203
lagging	anticipation	0.180
neutral	anticipation	0.148
cannibalism	disgust	0.953
mutilation	disgust	0.930
incest	disgust	0.914
molestation	disgust	0.914
rape	disgust	0.906
gonorrhea	disgust	0.906
cannibal	disgust	0.898
rot	disgust	0.891
corpse	disgust	0.883
excrement	disgust	0.883
massacre	disgust	0.883
barf	disgust	0.875
slaughter	disgust	0.875
slaughterhouse	disgust	0.867
filth	disgust	0.859
sewerage	disgust	0.859
incestuous	disgust	0.859
bigot	disgust	0.859
rancid	disgust	0.859
plague	disgust	0.852
infestation	disgust	0.852
holocaust	disgust	0.852
bloodthirsty	disgust	0.852
maggot	disgust	0.844
rotting	disgust	0.844
feces	disgust	0.844
fecal	disgust	0.844
murder	disgust	0.839
infanticide	disgust	0.836
enslaved	disgust	0.836
homicide	disgust	0.836
asshole	disgust	0.836
perverted	disgust	0.828
gore	disgust	0.828
slaughtering	disgust	0.828
excretion	disgust	0.828
torture	disgust	0.828
contaminate	disgust	0.821
diarrhoea	disgust	0.820
murderer	disgust	0.820
manure	disgust	0.820
gory	disgust	0.820
repugnant	disgust	0.820
terrorist	disgust	0.820
shit	disgust	0.820
desecration	disgust	0.820
grotesque	disgust	0.820
revolting	disgust	0.820
pervert	disgust	0.820
dismemberment	disgust	0.812
vomit	disgust	0.812
sewer	disgust	0.812
slavery	disgust	0.812
faeces	disgust	0.812
cadaver	disgust	0.812
manslaughter	disgust	0.812
hemorrhage	disgust	0.805
repulsive	disgust	0.805
perverse	disgust	0.805
diseased	disgust	0.797
filthy	disgust	0.797
depravity	disgust	0.797
sewage	disgust	0.797
carcass	disgust	0.795
decompose	disgust	0.789
dung	disgust	0.789
parasite	disgust	0.789
horrific	disgust	0.789
murderous	disgust	0.789
puke	disgust	0.789
vermin	disgust	0.789
decayed	disgust	0.789
mutilated	disgust	0.789
herpes	disgust	0.789
gruesome	disgust	0.789
flatulence	disgust	0.781
slime	disgust	0.781
monstrosity	disgust	0.781
crap	disgust	0.781
malaria	disgust	0.781
pestilence	disgust	0.781
carnage	disgust	0.781
insidious	disgust	0.773
pus	disgust	0.773
morgue	disgust	0.773
loathsome	disgust	0.773
herpesvirus	disgust	0.773
leprosy	disgust	0.773
toxic	disgust	0.773
revulsion	disgust	0.766
anthrax	disgust	0.766
regurgitation	disgust	0.766
cruel	disgust	0.766
repugnance	disgust	0.766
xenophobia	disgust	0.766
whore	disgust	0.766
lynch	disgust	0.766
dissection	disgust	0.759
perversion	disgust	0.758
mucous	disgust	0.758
evil	disgust	0.758
cruelty	disgust	0.758
infectious	disgust	0.758
canker	disgust	0.758
slum	disgust	0.758
phlegm	disgust	0.758
decomposition	disgust	0.750
sinister	disgust	0.750
corrupting	disgust	0.750
leeches	disgust	0.750
stinking	disgust	0.742
sickening	disgust	0.742
soiled	disgust	0.742
deranged	disgust	0.742
mucus	disgust	0.742
bile	disgust	0.742
abhorrence	disgust	0.742
demon	disgust	0.742
abomination	disgust	0.742
demonic	disgust	0.742
septic	disgust	0.742
sicken	disgust	0.734
foul	disgust	0.734
cancer	disgust	0.734
terrorism	disgust	0.734
atrocity	disgust	0.734
crucifixion	disgust	0.734
despicable	disgust	0.734
obese	disgust	0.734
degeneracy	disgust	0.734
repulsion	disgust	0.727
adultery	disgust	0.727
grisly	disgust	0.727
dirty	disgust	0.727
contamination	disgust	0.727
enema	disgust	0.727
diabolical	disgust	0.727
bacterium	disgust	0.727
dysentery	disgust	0.727
morbidity	disgust	0.727
garbage	disgust	0.719
disgust	disgust	0.719
autopsy	disgust	0.719
bowels	disgust	0.719
contagion	disgust	0.719
entrails	disgust	0.719
muck	disgust	0.719
gross	disgust	0.719
vulgar	disgust	0.719
deterioration	disgust	0.719
pungent	disgust	0.719
lewd	disgust	0.719
vicious	disgust	0.719
disfigured	disgust	0.719
barbaric	disgust	0.719
bloodshed	disgust	0.714
poisoned	disgust	0.711
mortification	disgust	0.711
gag	disgust	0.711
nausea	disgust	0.711
pollute	disgust	0.711
tyrant	disgust	0.711
violent	disgust	0.711
wretched	disgust	0.711
slimy	disgust	0.703
poisoning	disgust	0.703
hateful	disgust	0.703
nasty	disgust	0.703
secretion	disgust	0.703
grope	disgust	0.703
slut	disgust	0.703
noxious	disgust	0.703
grime	disgust	0.703
depraved	disgust	0.703
nauseate	disgust	0.703
disgusting	disgust	0.703
vulgarity	disgust	0.703
porn	disgust	0.703
constipation	disgust	0.703
despotism	disgust	0.703
measles	disgust	0.696
hellish	disgust	0.695
scum	disgust	0.695
intestinal	disgust	0.695
hate	disgust	0.695
obesity	disgust	0.695
wart	disgust	0.695
contagious	disgust	0.695
suicidal	disgust	0.695
waste	disgust	0.695
wretch	disgust	0.695
abuse	disgust	0.695
disease	disgust	0.688
contaminated	disgust	0.688
ooze	disgust	0.688
smut	disgust	0.688
treason	disgust	0.688
rabid	disgust	0.688
heartworm	disgust	0.688
bestial	disgust	0.680
pollution	disgust	0.680
freakish	disgust	0.680
soulless	disgust	0.680
abominate	disgust	0.680
germ	disgust	0.680
deformed	disgust	0.680
antichrist	disgust	0.680
abhorrent	disgust	0.680
cholera	disgust	0.680
sickness	disgust	0.680
hell	disgust	0.680
grimy	disgust	0.680
detest	disgust	0.680
hatred	disgust	0.680
dilapidated	disgust	0.672
hideous	disgust	0.672
loathful	disgust	0.672
dictatorship	disgust	0.672
obscene	disgust	0.672
inhuman	disgust	0.672
loathing	disgust	0.672
greasy	disgust	0.672
cess	disgust	0.670
devil	disgust	0.664
masochism	disgust	0.664
abominable	disgust	0.664
deadly	disgust	0.664
nauseous	disgust	0.664
deformity	disgust	0.664
swine	disgust	0.664
heretic	disgust	0.664
discrimination	disgust	0.664
corruption	disgust	0.656
poisonous	disgust	0.656
horror	disgust	0.656
goo	disgust	0.656
prejudiced	disgust	0.656
poison	disgust	0.656
mange	disgust	0.656
oppression	disgust	0.656
horrible	disgust	0.656
bacteria	disgust	0.656
death	disgust	0.656
abortion	disgust	0.656
latrines	disgust	0.656
nefarious	disgust	0.656
victimized	disgust	0.656
trash	disgust	0.656
vindictive	disgust	0.648
horrid	disgust	0.648
immoral	disgust	0.648
detestation	disgust	0.648
outhouse	disgust	0.648
bitch	disgust	0.648
ugly	disgust	0.648
sludge	disgust	0.648
trashy	disgust	0.648
indecency	disgust	0.641
horrifying	disgust	0.641
derogatory	disgust	0.641
pimple	disgust	0.641
laxative	disgust	0.641
malfeasance	disgust	0.641
cystic	disgust	0.641
unsightly	disgust	0.641
villainous	disgust	0.641
criminality	disgust	0.641
spew	disgust	0.641
slop	disgust	0.641
secrete	disgust	0.633
oppressive	disgust	0.633
rat	disgust	0.633
sinful	disgust	0.633
queasy	disgust	0.633
perpetrator	disgust	0.633
prostitution	disgust	0.633
mildew	disgust	0.633
doomsday	disgust	0.633
bigoted	disgust	0.633
ulcer	disgust	0.633
aghast	disgust	0.625
persecution	disgust	0.625
gluttony	disgust	0.625
stools	disgust	0.625
dastardly	disgust	0.625
sin	disgust	0.625
bloated	disgust	0.625
contemptible	disgust	0.625
ghastly	disgust	0.625
cuckold	disgust	0.625
suffering	disgust	0.625
degrading	disgust	0.625
fungus	disgust	0.625
obscenity	disgust	0.625
disgraceful	disgust	0.625
devilish	disgust	0.625
louse	disgust	0.617
diaper	disgust	0.617
deceit	disgust	0.617
dying	disgust	0.617
infect	disgust	0.617
crusty	disgust	0.617
guillotine	disgust	0.617
polygamy	disgust	0.617
loathe	disgust	0.617
sickly	disgust	0.617
atrocious	disgust	0.617
fat	disgust	0.617
termite	disgust	0.617
malicious	disgust	0.617
spoil	disgust	0.617
tetanus	disgust	0.617
betrayal	disgust	0.617
strangle	disgust	0.617
wench	disgust	0.617
sabotage	disgust	0.609
bleeding	disgust	0.609
violently	disgust	0.609
slander	disgust	0.609
deform	disgust	0.609
abhor	disgust	0.609
hostile	disgust	0.609
ghetto	disgust	0.609
brothel	disgust	0.609
venomous	disgust	0.609
drool	disgust	0.609
poaching	disgust	0.602
traitor	disgust	0.602
hag	disgust	0.602
ugliness	disgust	0.602
infidel	disgust	0.602
lunacy	disgust	0.602
unwashed	disgust	0.602
musty	disgust	0.602
illicit	disgust	0.602
swampy	disgust	0.602
deprivation	disgust	0.602
imprisonment	disgust	0.602
toilet	disgust	0.594
slug	disgust	0.594
catastrophe	disgust	0.594
intoxicated	disgust	0.594
lunatic	disgust	0.594
epidemic	disgust	0.594
blister	disgust	0.594
gut	disgust	0.594
repelling	disgust	0.594
thug	disgust	0.594
hostility	disgust	0.594
deceitful	disgust	0.594
venom	disgust	0.594
sinner	disgust	0.594
butcher	disgust	0.594
lurid	disgust	0.594
queasiness	disgust	0.594
misery	disgust	0.594
deteriorated	disgust	0.586
appalling	disgust	0.586
dreadful	disgust	0.586
incubus	disgust	0.586
lavatory	disgust	0.586
harass	disgust	0.586
prostitute	disgust	0.586
unclean	disgust	0.586
pornography	disgust	0.586
conspirator	disgust	0.578
humiliating	disgust	0.578
ruinous	disgust	0.578
squeamish	disgust	0.578
retard	disgust	0.578
larceny	disgust	0.578
hypocrite	disgust	0.578
offensive	disgust	0.578
expulsion	disgust	0.578
flea	disgust	0.578
rash	disgust	0.578
unfaithful	disgust	0.578
fiend	disgust	0.578
sick	disgust	0.578
mangle	disgust	0.578
debauchery	disgust	0.578
quagmire	disgust	0.578
serpent	disgust	0.570
oppress	disgust	0.570
treacherous	disgust	0.570
bastard	disgust	0.570
devastating	disgust	0.570
spit	disgust	0.570
dank	disgust	0.570
dogsick	disgust	0.570
messy	disgust	0.570
swamp	disgust	0.570
flog	disgust	0.570
despise	disgust	0.570
egregious	disgust	0.570
sloppy	disgust	0.562
ruthless	disgust	0.562
scoundrel	disgust	0.562
sordid	disgust	0.562
alcoholism	disgust	0.562
sinning	disgust	0.562
harlot	disgust	0.562
insanity	disgust	0.562
awful	disgust	0.562
harmful	disgust	0.562
enemy	disgust	0.562
tyrannical	disgust	0.562
stealing	disgust	0.562
humiliation	disgust	0.562
terrible	disgust	0.562
snake	disgust	0.562
loo	disgust	0.562
indecent	disgust	0.562
arsenic	disgust	0.555
insufferable	disgust	0.555
coward	disgust	0.555
atrophy	disgust	0.555
slayer	disgust	0.555
segregate	disgust	0.555
odious	disgust	0.555
flabby	disgust	0.555
beastly	disgust	0.555
threatening	disgust	0.555
robbery	disgust	0.555
ridicule	disgust	0.555
distaste	disgust	0.555
wickedness	disgust	0.555
bloody	disgust	0.555
unattractive	disgust	0.555
collusion	disgust	0.555
varicella	disgust	0.555
discriminating	disgust	0.555
ogre	disgust	0.547
attacking	disgust	0.547
vesicular	disgust	0.547
anathema	disgust	0.547
malevolent	disgust	0.547
thief	disgust	0.547
pillage	disgust	0.547
purgatory	disgust	0.547
burglar	disgust	0.547
deleterious	disgust	0.547
coercion	disgust	0.547
suffocating	disgust	0.547
bitterly	disgust	0.547
slur	disgust	0.547
miserable	disgust	0.547
condemnation	disgust	0.547
sty	disgust	0.547
drunken	disgust	0.539
liar	disgust	0.539
jealous	disgust	0.539
thrash	disgust	0.539
sloth	disgust	0.539
infidelity	disgust	0.539
pig	disgust	0.539
greedy	disgust	0.539
repudiation	disgust	0.539
repellant	disgust	0.539
fatty	disgust	0.539
disgrace	disgust	0.539
imprisoned	disgust	0.539
gob	disgust	0.539
sneer	disgust	0.539
shame	disgust	0.539
lethal	disgust	0.536
ruined	disgust	0.531
neurotic	disgust	0.531
smuggler	disgust	0.531
destructive	disgust	0.531
blemish	disgust	0.531
hanging	disgust	0.531
intrusive	disgust	0.531
withered	disgust	0.531
blasphemous	disgust	0.531
lying	disgust	0.531
painful	disgust	0.531
hydrocephalus	disgust	0.531
aberration	disgust	0.531
condescension	disgust	0.531
intolerant	disgust	0.531
burnt	disgust	0.531
disintegrate	disgust	0.531
brawl	disgust	0.531
travesty	disgust	0.531
accusation	disgust	0.523
rubbish	disgust	0.523
blighted	disgust	0.523
incarceration	disgust	0.523
derogation	disgust	0.523
mistress	disgust	0.523
disgraced	disgust	0.523
intolerance	disgust	0.523
disparaging	disgust	0.523
avarice	disgust	0.523
grim	disgust	0.516
remains	disgust	0.516
cringe	disgust	0.516
daemon	disgust	0.516
mite	disgust	0.516
vulture	disgust	0.516
stink	disgust	0.516
rob	disgust	0.516
sump	disgust	0.516
degrade	disgust	0.516
defraud	disgust	0.516
betray	disgust	0.516
deplorable	disgust	0.516
convict	disgust	0.516
dishonor	disgust	0.516
eradication	disgust	0.516
gutter	disgust	0.516
tortious	disgust	0.516
sham	disgust	0.509
delirium	disgust	0.508
worthless	disgust	0.508
rejection	disgust	0.508
dreadfully	disgust	0.508
prisoner	disgust	0.508
glut	disgust	0.508
pest	disgust	0.508
disaster	disgust	0.508
resentment	disgust	0.508
smelling	disgust	0.508
idiocy	disgust	0.508
belittle	disgust	0.508
distress	disgust	0.508
schizophrenia	disgust	0.508
distasteful	disgust	0.508
bombed	disgust	0.508
blob	disgust	0.508
crude	disgust	0.508
incurable	disgust	0.508
cheat	disgust	0.508
endemic	disgust	0.508
impurity	disgust	0.500
impeach	disgust	0.500
greed	disgust	0.500
mire	disgust	0.500
duress	disgust	0.500
bitterness	disgust	0.500
blight	disgust	0.500
dirt	disgust	0.500
banish	disgust	0.500
offense	disgust	0.500
bribery	disgust	0.500
tirade	disgust	0.500
polemic	disgust	0.500
jealousy	disgust	0.500
derision	disgust	0.500
screaming	disgust	0.500
taboo	disgust	0.500
shackle	disgust	0.500
flagrant	disgust	0.500
theft	disgust	0.500
goblin	disgust	0.500
idolatry	disgust	0.500
malign	disgust	0.492
recession	disgust	0.492
gorge	disgust	0.492
disreputable	disgust	0.492
idiot	disgust	0.492
robber	disgust	0.492
wreck	disgust	0.492
boil	disgust	0.492
squirm	disgust	0.492
leer	disgust	0.492
ill	disgust	0.492
unconscionable	disgust	0.492
possessed	disgust	0.484
mess	disgust	0.484
stain	disgust	0.484
occult	disgust	0.484
wasteful	disgust	0.484
affliction	disgust	0.484
mutiny	disgust	0.484
nappy	disgust	0.484
servile	disgust	0.484
offender	disgust	0.484
subjugation	disgust	0.484
mad	disgust	0.484
raging	disgust	0.484
contempt	disgust	0.484
animosity	disgust	0.484
contraband	disgust	0.484
disrespectful	disgust	0.484
unbearable	disgust	0.484
snarl	disgust	0.484
inexcusable	disgust	0.484
defamation	disgust	0.484
aversation	disgust	0.484
tramp	disgust	0.484
nepotism	disgust	0.484
illegality	disgust	0.477
mockery	disgust	0.477
uncaring	disgust	0.477
dismal	disgust	0.477
immorality	disgust	0.477
palsy	disgust	0.477
unpleasant	disgust	0.477
suppression	disgust	0.477
antagonistic	disgust	0.477
criminal	disgust	0.477
pathetic	disgust	0.477
mocking	disgust	0.469
repellent	disgust	0.469
aggravation	disgust	0.469
furious	disgust	0.469
livid	disgust	0.469
wallow	disgust	0.469
grating	disgust	0.469
banishment	disgust	0.469
cough	disgust	0.469
perspiration	disgust	0.469
poverty	disgust	0.469
angry	disgust	0.469
outrage	disgust	0.469
shoddy	disgust	0.469
banshee	disgust	0.469
arrogant	disgust	0.469
fraudulent	disgust	0.461
spider	disgust	0.461
muddy	disgust	0.461
scar	disgust	0.461
spurious	disgust	0.461
plunder	disgust	0.461
prick	disgust	0.461
recklessness	disgust	0.461
deceive	disgust	0.461
distorted	disgust	0.461
fool	disgust	0.461
quack	disgust	0.461
perdition	disgust	0.461
insulting	disgust	0.461
unjustifiable	disgust	0.461
deplore	disgust	0.461
dishonest	disgust	0.453
aphid	disgust	0.453
bane	disgust	0.453
cur	disgust	0.453
dire	disgust	0.453
antipathy	disgust	0.453
disingenuous	disgust	0.453
stigma	disgust	0.453
disparage	disgust	0.453
unthinkable	disgust	0.453
indignation	disgust	0.453
alienate	disgust	0.453
elimination	disgust	0.453
eschew	disgust	0.453
selfish	disgust	0.453
lie	disgust	0.445
caries	disgust	0.445
opium	disgust	0.445
recalcitrant	disgust	0.445
smell	disgust	0.445
pious	disgust	0.445
bankruptcy	disgust	0.445
iniquity	disgust	0.445
egotistical	disgust	0.445
vacuous	disgust	0.445
piles	disgust	0.445
mosquito	disgust	0.445
despair	disgust	0.445
garish	disgust	0.445
wasted	disgust	0.445
obnoxious	disgust	0.438
homeless	disgust	0.438
scream	disgust	0.438
abnormal	disgust	0.438
ashamed	disgust	0.438
abject	disgust	0.438
sticky	disgust	0.438
hopelessness	disgust	0.438
inmate	disgust	0.438
shun	disgust	0.438
hog	disgust	0.438
aversion	disgust	0.438
alien	disgust	0.438
cursing	disgust	0.430
debris	disgust	0.430
undesirable	disgust	0.430
falsity	disgust	0.430
adverse	disgust	0.430
trickery	disgust	0.430
separatist	disgust	0.430
illegal	disgust	0.430
incredulous	disgust	0.430
callous	disgust	0.430
denounce	disgust	0.430
witch	disgust	0.430
creature	disgust	0.430
defiance	disgust	0.430
pall	disgust	0.430
shameless	disgust	0.430
curse	disgust	0.430
reflux	disgust	0.430
lusty	disgust	0.430
mistrust	disgust	0.422
socialist	disgust	0.422
impure	disgust	0.422
pompous	disgust	0.422
contentious	disgust	0.422
bum	disgust	0.422
collapse	disgust	0.422
swarm	disgust	0.422
offend	disgust	0.422
hairy	disgust	0.422
tasteless	disgust	0.422
carelessness	disgust	0.422
gush	disgust	0.422
delinquent	disgust	0.422
ferocious	disgust	0.422
infantile	disgust	0.422
wasting	disgust	0.422
affront	disgust	0.422
nicotine	disgust	0.422
slush	disgust	0.422
bovine	disgust	0.422
denunciation	disgust	0.422
idiotic	disgust	0.422
hypertrophy	disgust	0.422
untidy	disgust	0.422
tarnish	disgust	0.422
ammonia	disgust	0.422
badness	disgust	0.422
vegetative	disgust	0.414
unfavorable	disgust	0.414
neglected	disgust	0.414
drivel	disgust	0.414
vampire	disgust	0.414
illegitimate	disgust	0.414
litigious	disgust	0.414
socialism	disgust	0.414
displacency	disgust	0.414
sour	disgust	0.414
murky	disgust	0.414
dishonesty	disgust	0.414
disobey	disgust	0.414
repel	disgust	0.406
ignorant	disgust	0.406
unkind	disgust	0.406
bogus	disgust	0.406
displeasure	disgust	0.406
prosecution	disgust	0.406
ungrateful	disgust	0.406
unlawful	disgust	0.406
shoplifting	disgust	0.406
phony	disgust	0.406
discontinuity	disgust	0.406
outcast	disgust	0.406
falsify	disgust	0.406
wrongdoing	disgust	0.406
dislike	disgust	0.406
disgruntled	disgust	0.406
recidivism	disgust	0.406
crushing	disgust	0.398
woe	disgust	0.398
worsening	disgust	0.398
disdain	disgust	0.398
unruly	disgust	0.398
unnatural	disgust	0.398
paucity	disgust	0.398
rigor	disgust	0.398
senseless	disgust	0.398
amphetamines	disgust	0.398
subvert	disgust	0.398
stingy	disgust	0.398
loon	disgust	0.398
averse	disgust	0.398
failure	disgust	0.398
lick	disgust	0.398
woefully	disgust	0.398
insult	disgust	0.393
expel	disgust	0.391
scorpion	disgust	0.391
diatribe	disgust	0.391
averseness	disgust	0.391
punishment	disgust	0.391
farcical	disgust	0.391
critter	disgust	0.391
damage	disgust	0.391
hardened	disgust	0.391
muff	disgust	0.391
bad	disgust	0.391
antisocial	disgust	0.391
punished	disgust	0.391
disrelish	disgust	0.391
presumptuous	disgust	0.383
divorce	disgust	0.383
teeming	disgust	0.383
shabby	disgust	0.383
sacrifices	disgust	0.383
guilt	disgust	0.383
illiterate	disgust	0.383
orc	disgust	0.383
disappoint	disgust	0.383
hypocritical	disgust	0.383
fulsome	disgust	0.383
fugitive	disgust	0.383
plagiarism	disgust	0.383
discord	disgust	0.383
surly	disgust	0.383
irrational	disgust	0.383
lament	disgust	0.383
eviction	disgust	0.383
adder	disgust	0.383
anaconda	disgust	0.383
scoff	disgust	0.375
alienation	disgust	0.375
blame	disgust	0.375
unworthy	disgust	0.375
dislocated	disgust	0.375
depressing	disgust	0.375
shock	disgust	0.375
misconduct	disgust	0.375
irritation	disgust	0.375
plight	disgust	0.375
defective	disgust	0.375
irritating	disgust	0.375
hoax	disgust	0.367
vainly	disgust	0.367
powerless	disgust	0.367
revoke	disgust	0.367
wimp	disgust	0.367
unhealthy	disgust	0.367
pitfall	disgust	0.367
cad	disgust	0.367
wimpy	disgust	0.367
shuddering	disgust	0.367
stripped	disgust	0.367
exclusion	disgust	0.367
toad	disgust	0.367
disillusionment	disgust	0.367
squelch	disgust	0.367
coerce	disgust	0.367
hurtful	disgust	0.367
blatant	disgust	0.367
damn	disgust	0.359
rebellion	disgust	0.359
oddity	disgust	0.359
ineptitude	disgust	0.359
dispose	disgust	0.359
deserted	disgust	0.359
incompatible	disgust	0.359
disobedience	disgust	0.359
bug	disgust	0.359
uncertain	disgust	0.352
misbehavior	disgust	0.352
inept	disgust	0.352
fierce	disgust	0.352
compost	disgust	0.352
obi	disgust	0.352
wrongful	disgust	0.352
frustrate	disgust	0.352
crushed	disgust	0.352
ridiculous	disgust	0.352
lawyer	disgust	0.352
displeased	disgust	0.352
dismissal	disgust	0.352
flesh	disgust	0.352
litigate	disgust	0.352
untoward	disgust	0.352
censor	disgust	0.352
cutting	disgust	0.352
flinch	disgust	0.352
disapprove	disgust	0.344
depreciate	disgust	0.344
tearful	disgust	0.344
unsettled	disgust	0.336
lumpy	disgust	0.336
bickering	disgust	0.336
disinclination	disgust	0.336
heartsick	disgust	0.336
lawsuit	disgust	0.336
discoloration	disgust	0.336
thoughtless	disgust	0.336
disallowed	disgust	0.336
distrust	disgust	0.336
grumble	disgust	0.336
exigent	disgust	0.336
daft	disgust	0.336
annoy	disgust	0.336
discontent	disgust	0.336
disliked	disgust	0.336
blunder	disgust	0.336
excluded	disgust	0.328
sly	disgust	0.328
instability	disgust	0.328
exasperation	disgust	0.328
provoking	disgust	0.328
inhibit	disgust	0.328
unmanageable	disgust	0.328
hydrophobia	disgust	0.328
whine	disgust	0.328
cacophony	disgust	0.328
disappointed	disgust	0.328
materialist	disgust	0.328
